CustomerID,total_spend,avg_order_value,num_orders,avg_gap_days,weekend_order_ratio,country_target_enc,high_value
12346.0,77183.6,77183.6,1,0.0,0.0,20.62652018592473,1
12347.0,4310.0,23.681318681318682,7,1.989010989010989,0.0,23.614427077573698,1
12348.0,1797.24,57.97548387096774,4,9.096774193548388,0.0967741935483871,32.762661868912446,1
12349.0,1757.55,24.076027397260273,1,0.0,0.0,23.056263019393427,1
12350.0,334.4,19.670588235294115,1,0.0,0.0,33.66272895364862,0
12352.0,2506.04,29.482823529411764,8,3.0352941176470587,0.0,33.66272895364862,1
12353.0,89.0,22.25,1,0.0,0.0,28.60629625533889,0
12354.0,1079.4,18.610344827586207,1,0.0,0.0,24.779903768602306,0
12355.0,459.4,35.33846153846154,1,0.0,0.0,28.606296255338886,0
12356.0,2811.43,47.65135593220339,3,5.11864406779661,0.0,22.869470107944394,1
12357.0,6207.67,47.38679389312977,1,0.0,1.0,30.614759588813694,1
12358.0,1168.06,61.47684210526315,2,7.842105263157895,0.0,25.54571078160331,0
12359.0,6372.58,25.695887096774193,4,1.1008064516129032,0.0,22.138381408484214,1
12360.0,2662.06,20.63612403100775,3,1.1472868217054264,0.0,25.54571078160331,1
12361.0,189.9,18.990000000000002,1,0.0,0.0,20.294125428169597,0
12362.0,5226.23,19.647481203007516,10,1.0789473684210527,0.0,20.294125428169597,1
12363.0,552.0,24.0,2,5.739130434782608,0.0,11.38204723974075,0
12364.0,1313.1,15.448235294117646,4,1.2117647058823529,0.25882352941176473,20.294125428169597,0
12365.0,641.38,29.153636363636362,2,0.0,0.0,22.138381408484214,0
12367.0,168.9,15.354545454545455,1,0.0,0.0,49.177717945882435,0
12370.0,3545.69,21.231676646706585,4,1.844311377245509,0.0,22.301606767675548,1
12371.0,1887.96,29.96761904761905,2,0.2222222222222222,0.0,30.614759588813694,1
12372.0,1298.04,24.962307692307693,3,4.3076923076923075,0.0,49.177717945882435,0
12373.0,364.6,26.042857142857144,1,0.0,0.0,25.54571078160331,0
12374.0,742.9300000000001,22.513030303030305,1,0.0,0.0,25.54571078160331,0
12375.0,457.5,26.91176470588235,2,5.117647058823529,0.0,32.762661868912446,0
12377.0,1628.12,21.144415584415583,2,0.5064935064935064,0.0,30.614759588813694,0
12378.0,4008.62,18.30420091324201,1,0.0,0.0,30.614759588813694,1
12379.0,852.24,21.306,2,2.2,0.0,20.294125428169597,0
12380.0,2724.81,26.200096153846154,4,1.5576923076923077,0.0,20.294125428169597,1
12381.0,1845.31,21.21045977011494,5,1.2988505747126438,0.1839080459770115,33.66272895364862,1
12383.0,1850.56,18.69252525252525,5,1.6666666666666667,0.0,20.294125428169597,1
12384.0,585.27,21.676666666666666,2,3.4074074074074074,0.0,30.614759588813694,0
12386.0,401.9,40.19,2,2.9,0.0,116.39704697893804,0
12388.0,2780.66,27.8066,6,3.09,0.22,116.39704697893804,1
12390.0,549.84,17.1825,1,0.0,0.0,20.294125428169597,0
12391.0,460.89,4.6089,1,0.0,0.0,22.138381408484214,0
12393.0,1582.6000000000001,24.728125000000002,4,4.046875,0.0,116.39704697893804,0
12394.0,1272.48,47.12888888888889,2,5.666666666666667,0.0,26.712701543216895,0
12395.0,3018.63,19.350192307692307,12,2.217948717948718,0.09615384615384616,20.294125428169597,1
12397.0,2409.9,19.126190476190477,2,0.7857142857142857,0.0,20.294125428169597,1
12398.0,1635.6599999999999,19.24305882352941,1,0.0,0.0,30.61475958881369,0
12399.0,1108.65,18.790677966101697,4,2.406779661016949,0.0,20.294125428169597,0
12401.0,84.3,16.86,1,0.0,0.0,20.294125428169597,0
12402.0,225.6,20.509090909090908,1,0.0,0.0,20.294125428169597,0
12403.0,427.7,85.53999999999999,1,0.0,0.0,49.177717945882435,0
12405.0,1710.39,31.67388888888889,1,0.0,0.0,32.762661868912446,1
12406.0,3415.3,32.52666666666667,2,1.5333333333333334,0.0,49.177717945882435,1
12407.0,1708.1200000000001,22.183376623376624,5,2.7532467532467533,0.19480519480519481,20.294125428169597,1
12408.0,2888.55,27.51,5,2.1523809523809523,0.0,20.294125428169597,1
12409.0,11072.67,101.58412844036697,3,0.944954128440367,0.0,30.614759588813694,1
12410.0,693.3299999999999,26.666538461538458,2,0.0,0.0,30.61475958881369,0
12412.0,1226.88,20.112786885245903,3,1.5245901639344261,0.0,49.177717945882435,0
12413.0,758.1,19.95,3,7.078947368421052,0.10526315789473684,25.05664231815281,0
12414.0,562.41,31.244999999999997,3,5.111111111111111,0.0,25.54571078160331,0
12415.0,124914.53,174.95032212885152,21,0.42436974789915966,0.0,116.39704697893804,1
12417.0,3649.1,19.005729166666665,9,1.8229166666666667,0.11979166666666667,20.831484291867266,1
12418.0,668.58,19.664117647058823,1,0.0,0.0,30.614759588813694,0
12420.0,600.39,20.70310344827586,1,0.0,0.0,22.138381408484214,0
12421.0,807.04,17.93422222222222,4,6.688888888888889,0.3111111111111111,24.77990376860231,0
12422.0,803.5600000000001,20.604102564102565,3,5.846153846153846,0.0,76.80522202964988,0
12423.0,1859.31,14.87448,8,2.792,0.0,20.294125428169597,1
12424.0,1760.96,58.69866666666667,2,0.0,0.0,116.39704697893804,1
12425.0,777.2,21.58888888888889,1,0.0,0.0,22.869470107944394,0
12426.0,582.73,19.424333333333333,1,0.0,1.0,25.313934806507643,0
12427.0,825.8,26.638709677419353,3,11.258064516129032,0.0,25.313934806507643,0
12428.0,7956.46,27.062789115646257,9,0.8673469387755102,0.034013605442176874,32.762661868912446,1
12429.0,3750.4,38.66391752577319,4,3.6597938144329896,0.0,44.06151020928592,1
12430.0,256.4,23.30909090909091,1,0.0,0.0,33.66272895364862,0
12431.0,6487.45,27.606170212765957,15,1.4127659574468086,0.1276595744680851,94.31382245237847,1
12432.0,5059.32,46.845555555555556,5,1.1851851851851851,0.0,33.66272895364862,1
12433.0,13375.87,31.847309523809525,7,0.8809523809523809,0.0,33.66272895364862,1
12434.0,806.14,16.122799999999998,2,3.5,0.0,116.39704697893804,0
12435.0,7829.89,217.49694444444447,2,5.222222222222222,0.0,49.177717945882435,1
12436.0,509.01,31.813125,1,0.0,0.0,33.66272895364862,0
12437.0,4951.41,24.88145728643216,18,1.6180904522613064,0.0,25.056642318152807,1
12438.0,2906.85,29.66173469387755,2,1.2755102040816326,0.0,33.66272895364862,1
12441.0,173.55,15.77727272727273,1,0.0,0.0,25.05664231815281,0
12442.0,172.06,14.338333333333333,1,0.0,0.0,24.779903768602306,0
12444.0,5005.46,28.440113636363638,5,0.8465909090909091,0.0,33.66272895364862,1
12445.0,133.4,33.35,1,0.0,0.0,24.779903768602306,0
12446.0,1002.3100000000001,17.584385964912283,1,0.0,0.0,18.302686550658958,0
12447.0,476.49,18.326538461538462,1,0.0,1.0,20.294125428169597,0
12448.0,449.45,20.429545454545455,1,0.0,0.0,24.779903768602306,0
12449.0,4067.29,21.294712041884818,4,0.8534031413612565,0.2513089005235602,20.294125428169597,1
12450.0,197.88,24.735,2,2.125,0.75,24.779903768602306,0
12451.0,9035.52,25.524067796610172,5,0.8785310734463276,0.0,30.614759588813698,1
12452.0,430.57,19.571363636363635,2,0.0,0.0,30.614759588813694,0
12453.0,707.09,16.443953488372095,1,0.0,0.0,25.54571078160331,0
12454.0,3528.34,235.22266666666667,1,0.0,0.0,24.779903768602306,1
12455.0,2466.86,27.409555555555556,6,2.4555555555555557,0.0,23.54719333388053,1
12456.0,3181.04,25.44832,3,1.672,0.36,30.614759588813694,1
12457.0,2363.23,38.11661290322581,7,2.725806451612903,0.0,30.341328034609518,1
12458.0,947.4,24.931578947368422,2,5.605263157894737,0.0,30.614759588813694,0
12461.0,826.88,23.62514285714286,2,1.7142857142857142,0.0,30.614759588813694,0
